"id","YearOfBirth","US_State","Education","Sex","PoliticalParty","Ideology","Condition","StartDate_T1T2","EndDate_T1T2","Duration_Total_T1T2","StartDate_T3","EndDate_T3","Duration_Total_T3","Duration_Filler_T1T2","Duration_Consensus_T1T2","Duration_Inoculation_T1T2","Duration_Misinfo_T3","AttentionCheck1_T1T2","AttentionCheck2_T3","Belief.T1","HumanCausation.T1","PSC.T1","Worry.T1","SupportForAction.T1","Belief.T2","HumanCausation.T2","PSC.T2","Worry.T2","SupportForAction.T2","Belief.T3","HumanCausation.T3","PSC.T3","Worry.T3","SupportForAction.T3","Complete","Consensus","Misinfo","Inoculation","PSC_Diff_T2T1","PSC_Diff_T3T2","PSC_Diff_T3T1","Belief_Diff_T2T1","Belief_Diff_T3T2","Belief_Diff_T3T1","HumanCausation_Diff_T2T1","HumanCausation_Diff_T3T2","HumanCausation_Diff_T3T1","Worry_Diff_T2T1","Worry_Diff_T3T2","Worry_Diff_T3T1","SupportForAction_Diff_T2T1","SupportForAction_Diff_T3T2","SupportForAction_Diff_T3T1","Education_Category","Age","Age_Category","Ideology_Category"
407,1952,"Michigan","5","Female","Democrat",3,"Control","2019-06-23 17:52:20","2019-06-23 17:56:29",248,"2019-06-30 14:16:55","2019-06-30 14:19:42",166,32.884,NA,NA,NA,"blue","magenta",7,6,92,7,7,7,6,95,7,7,7,7,95,7,7,1,0,0,0,3,0,3,0,0,0,0,1,1,0,0,0,0,0,0,"Graduate degree",67,"50+","Liberal"
408,1979,"Tennessee","2","Male","Independent",6,"Control","2019-06-23 17:52:32","2019-06-23 17:56:50",258,"2019-06-30 18:24:07","2019-06-30 18:27:24",196,27.424,NA,NA,NA,"blue","magenta",7,1,20,1,1,7,1,20,1,1,7,1,40,1,4,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,3,3,"High school graduate",40,"30-49","Conservative"
409,1977,"Washington","3","Male","Independent",4,"Balanced","2019-06-23 17:26:05","2019-06-23 17:31:02",297,"2019-06-30 18:08:15","2019-06-30 18:14:06",350,NA,8.496,NA,74.144,"blue","magenta",5,3,90,1,5,5,2,91,1,5,6,2,90,1,4,1,1,1,0,1,-1,0,0,1,1,-1,0,-1,0,0,0,0,-1,-1,"Some college",42,"30-49","Moderate"
410,2000,"Oregon","3","Female","Democrat",2,"Control","2019-06-23 16:57:28","2019-06-23 17:09:44",736,NA,NA,NA,25.939,NA,NA,NA,"blue",NA,7,6,70,7,7,7,6,70,7,7,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Some college",19,"18-29","Liberal"
411,1993,"Florida","4","Male","Democrat",2,"Balanced","2019-06-23 17:36:37","2019-06-23 17:38:48",130,"2019-06-30 12:32:47","2019-06-30 12:54:39",1311,NA,6.371,NA,34.669,"blue","magenta",7,6,95,7,7,7,6,97,7,7,7,6,97,7,7,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",26,"18-29","Liberal"
412,1982,"Texas","5","Male","Democrat",1,"Consensus","2019-06-23 17:50:53","2019-06-23 17:55:17",264,NA,NA,NA,NA,7.174,NA,NA,"blue",NA,7,6,100,6,7,7,6,97,6,7,NA,NA,NA,NA,NA,0,1,0,0,-3,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Graduate degree",37,"30-49","Liberal"
413,1999,"Maryland","3","Male","Independent",2,"Inoculation","2019-06-23 17:33:02","2019-06-23 17:39:35",392,"2019-06-30 14:01:21","2019-06-30 14:08:10",408,NA,NA,83.986,32.134,"blue","magenta",6,6,97,6,6,6,6,97,6,7,7,6,97,6,6,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,-1,0,"Some college",20,"18-29","Liberal"
414,1968,"Arizona","5","Female","Republican",6,"Consensus","2019-06-23 17:22:14","2019-06-23 17:27:23",308,"2019-06-30 14:42:05","2019-06-30 14:48:28",382,NA,7.223,NA,NA,"blue","magenta",5,7,30,4,5,6,7,97,4,6,4,6,77,2,5,1,1,0,0,67,-20,47,1,-2,-1,0,-1,-1,0,-2,-2,1,-1,0,"Graduate degree",51,"50+","Conservative"
415,1984,"Nevada","5","Male","Independent",4,"Balanced","2019-06-23 17:34:06","2019-06-23 17:37:18",192,"2019-06-30 14:19:23","2019-06-30 14:22:07",163,NA,8.969,NA,60.087,"blue","magenta",7,5,98,6,7,7,6,97,6,7,7,6,97,6,7,1,1,1,0,-1,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,"Graduate degree",35,"30-49","Moderate"
416,1960,"Missouri","4","Female","Democrat",1,"Balanced","2019-06-23 16:58:36","2019-06-23 17:01:32",176,"2019-06-30 17:02:50","2019-06-30 17:04:53",122,NA,6.462,NA,46.233,"blue","magenta",7,7,96,7,7,7,7,97,7,7,7,7,97,7,7,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",59,"50+","Liberal"
417,1994,"New Hampshire","3","Female","Democrat",1,"Control","2019-06-23 17:38:58","2019-06-23 17:53:41",882,"2019-06-30 16:56:35","2019-06-30 16:57:28",53,80.315,NA,NA,NA,"blue","magenta",7,6,78,6,7,7,6,82,7,7,7,5,70,7,7,1,0,0,0,4,-12,-8,0,0,0,0,-1,-1,1,0,1,0,0,0,"Some college",25,"18-29","Liberal"
418,1974,"Minnesota","4","Male","Independent",4,"Balanced","2019-06-23 17:49:06","2019-06-23 17:53:28",262,"2019-06-30 15:29:15","2019-06-30 15:31:41",145,NA,9.441,NA,47.239,"blue","magenta",6,5,90,5,5,6,5,97,5,5,5,5,80,3,5,1,1,1,0,7,-17,-10,0,-1,-1,0,0,0,0,-2,-2,0,0,0,"Undergraduate degree",45,"30-49","Moderate"
419,1985,"Texas","4","Male","Republican",5,"Balanced","2019-06-23 17:18:02","2019-06-23 17:20:20",138,NA,NA,NA,NA,5.975,NA,NA,"blue",NA,6,5,75,5,6,5,5,97,5,6,NA,NA,NA,NA,NA,0,1,0,0,22,NA,NA,-1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Undergraduate degree",34,"30-49","Conservative"
420,1988,"Indiana","5","Male","Democrat",3,"Control","2019-06-23 17:25:56","2019-06-23 17:28:53",177,"2019-06-30 16:09:46","2019-06-30 16:11:21",94,17.557,NA,NA,NA,"blue","magenta",7,6,95,5,7,7,5,95,5,7,7,6,95,6,7,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,1,0,0,0,"Graduate degree",31,"30-49","Liberal"
421,1987,"Texas","3","Male","Independent",6,"Inoculation","2019-06-23 17:43:50","2019-06-23 17:50:13",382,"2019-06-30 12:48:13","2019-06-30 12:51:37",204,NA,NA,57.631,54.849,"blue","magenta",5,3,90,4,5,5,3,97,5,5,5,3,97,4,4,1,1,1,1,7,0,7,0,0,0,0,0,0,1,-1,0,0,-1,-1,"Some college",32,"30-49","Conservative"
422,2000,"North Carolina","1","Female","Democrat",1,"Control","2019-06-23 17:40:26","2019-06-23 17:47:04",398,"2019-06-30 17:29:49","2019-06-30 17:32:27",157,39.022,NA,NA,NA,"blue","magenta",7,6,96,7,7,7,6,96,7,7,7,6,97,7,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Less than high school",19,"18-29","Liberal"
423,1983,"Tennessee","1","Female","Other",3,"Balanced","2019-06-23 17:57:58","2019-06-23 18:03:04",305,"2019-06-30 13:09:20","2019-06-30 13:13:05",225,NA,6.658,NA,38.995,"blue","magenta",6,4,64,5,2,6,6,97,4,1,4,5,69,4,3,1,1,1,0,33,-28,5,0,-2,-2,2,-1,1,-1,0,-1,-1,2,1,"Less than high school",36,"30-49","Liberal"
424,1986,"Florida","3","Female","Democrat",1,"Balanced","2019-06-23 17:34:18","2019-06-23 17:37:30",191,"2019-06-30 14:34:42","2019-06-30 14:37:39",177,NA,5.87,NA,39.866,"blue","magenta",7,6,100,7,7,7,6,96,7,7,7,6,97,7,7,1,1,1,0,-4,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",33,"30-49","Liberal"
425,1942,"Tennessee","5","Male","Republican",5,"Consensus","2019-06-23 18:04:38","2019-06-23 18:09:32",294,"2019-07-01 20:05:00","2019-07-01 20:07:03",123,NA,8.082,NA,NA,"blue","magenta",6,4,71,4,5,6,4,97,5,5,5,4,91,5,5,1,1,0,0,26,-6,20,0,-1,-1,0,0,0,1,0,1,0,0,0,"Graduate degree",77,"50+","Conservative"
426,1982,"Michigan","4","Male","Democrat",3,"Balanced","2019-06-23 18:00:14","2019-06-23 18:02:44",150,"2019-06-30 15:59:01","2019-06-30 16:00:30",88,NA,6.731,NA,26.798,"blue","cyan",6,6,80,7,6,7,6,97,7,7,7,4,97,7,6,1,1,1,0,17,0,17,1,0,1,0,-2,-2,0,0,0,1,-1,0,"Undergraduate degree",37,"30-49","Liberal"
427,1982,"Texas","4","Male","Democrat",2,"Control","2019-06-23 17:56:19","2019-06-23 17:59:28",189,"2019-06-30 12:09:20","2019-06-30 12:11:44",144,27.824,NA,NA,NA,"blue","magenta",6,5,65,5,6,6,6,71,6,5,5,6,68,6,6,1,0,0,0,6,-3,3,0,-1,-1,1,0,1,1,0,1,-1,1,0,"Undergraduate degree",37,"30-49","Liberal"
428,1994,"Texas","2","Male","Democrat",3,"Balanced","2019-06-23 17:40:47","2019-06-23 17:44:06",198,NA,NA,NA,NA,10.13,NA,NA,"blue",NA,7,7,90,7,7,7,7,97,7,7,NA,NA,NA,NA,NA,0,1,0,0,7,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"High school graduate",25,"18-29","Liberal"
429,1984,"Louisiana","4","Male","Independent",3,"Balanced","2019-06-23 17:30:36","2019-06-23 17:34:06",209,NA,NA,NA,NA,7.706,NA,NA,"blue",NA,7,6,99,5,7,7,6,97,5,7,NA,NA,NA,NA,NA,0,1,0,0,-2,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Undergraduate degree",35,"30-49","Liberal"
430,1964,"Washington","2","Male","Independent",5,"Balanced","2019-06-23 17:59:52","2019-06-23 18:02:56",183,"2019-06-30 13:25:06","2019-06-30 13:28:14",188,NA,10.406,NA,39.925,"blue","magenta",7,6,85,6,7,7,6,97,6,7,7,6,90,6,7,1,1,1,0,12,-7,5,0,0,0,0,0,0,0,0,0,0,0,0,"High school graduate",55,"50+","Conservative"
431,1989,"Kansas","4","Male","Independent",3,"Consensus","2019-06-23 17:27:09","2019-06-23 17:31:02",232,"2019-06-30 17:26:21","2019-06-30 17:28:59",158,NA,8.622,NA,NA,"blue","magenta",6,6,85,5,7,6,6,97,6,7,7,5,93,6,6,1,1,0,0,12,-4,8,0,1,1,0,-1,-1,1,0,1,0,-1,-1,"Undergraduate degree",30,"30-49","Liberal"
432,1969,"New York","4","Male","Democrat",3,"Balanced","2019-06-23 17:09:21","2019-06-23 17:11:47",145,"2019-06-30 16:31:43","2019-06-30 16:34:33",170,NA,6.688,NA,27.875,"blue","magenta",7,6,97,7,7,7,6,97,7,7,7,5,97,7,6,1,1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,"Undergraduate degree",50,"50+","Liberal"
433,1975,"West Virginia","3","Male","Independent",4,"Balanced","2019-06-23 17:52:40","2019-06-23 17:58:31",350,"2019-06-30 12:21:15","2019-06-30 12:25:44",269,NA,7.329,NA,29.972,"blue","magenta",4,4,58,4,4,4,4,97,4,4,4,4,52,4,4,1,1,1,0,39,-45,-6,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",44,"30-49","Moderate"
434,1990,"Texas","2","Male","Democrat",2,"Balanced","2019-06-23 18:03:16","2019-06-23 18:07:16",239,"2019-06-30 15:42:38","2019-06-30 15:44:48",129,NA,6.463,NA,44.514,"blue","magenta",7,7,98,7,6,7,7,99,7,7,7,7,100,7,7,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,"High school graduate",29,"18-29","Liberal"
435,1986,"California","3","Female","Democrat",2,"Inoculation","2019-06-23 17:43:30","2019-06-23 17:53:06",576,"2019-06-30 16:43:37","2019-06-30 16:46:43",185,NA,NA,171.979,29.616,"blue","magenta",7,5,51,7,7,7,6,51,7,2,6,6,29,6,6,1,1,1,1,0,-22,-22,0,-1,-1,1,0,1,0,-1,-1,-5,4,-1,"Some college",33,"30-49","Liberal"
436,1988,"Vermont","4","Female","Democrat",2,"Control","2019-06-23 17:41:10","2019-06-23 17:44:10",180,"2019-07-01 15:55:46","2019-07-01 15:57:59",133,24.739,NA,NA,NA,"blue","magenta",7,6,98,6,7,7,7,98,6,7,7,6,98,6,7,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,"Undergraduate degree",31,"30-49","Liberal"
437,1994,"New York","4","Female","Democrat",3,"Balanced","2019-06-23 16:51:04","2019-06-23 16:54:08",184,"2019-06-30 13:04:04","2019-06-30 13:11:07",422,NA,6.788,NA,52.087,"blue","magenta",7,7,100,7,7,7,7,97,7,7,7,7,97,7,7,1,1,1,0,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",25,"18-29","Liberal"
438,1993,"New York","4","Female","Democrat",2,"Balanced","2019-06-23 17:51:23","2019-06-23 17:55:28",244,"2019-06-30 13:34:48","2019-06-30 13:41:53",424,NA,7.004,NA,111.853,"blue","magenta",7,5,95,7,7,7,6,97,7,7,7,6,97,7,7,1,1,1,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,"Undergraduate degree",26,"18-29","Liberal"
439,1986,"Florida","5","Female","Republican",6,"Control","2019-06-23 17:23:46","2019-06-23 17:27:07",200,"2019-06-30 13:33:13","2019-06-30 13:34:27",73,19.972,NA,NA,NA,"blue","magenta",3,6,40,4,6,6,6,30,4,7,3,6,30,4,6,1,0,0,0,-10,0,-10,3,-3,0,0,0,0,0,0,0,1,-1,0,"Graduate degree",33,"30-49","Conservative"
440,1976,"North Carolina","3","Male","Independent",5,"Consensus","2019-06-23 17:52:19","2019-06-23 17:56:43",264,"2019-07-01 22:04:57","2019-07-01 22:06:33",96,NA,6.567,NA,NA,"blue","magenta",6,3,60,6,6,6,3,97,6,6,7,2,71,5,5,1,1,0,0,37,-26,11,0,1,1,0,-1,-1,0,-1,-1,0,-1,-1,"Some college",43,"30-49","Conservative"
441,1978,"Texas","5","Male","Republican",6,"Control","2019-06-23 16:40:05","2019-06-23 16:42:49",163,NA,NA,NA,21.669,NA,NA,NA,"blue",NA,7,6,95,5,7,7,7,95,5,7,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,"Graduate degree",41,"30-49","Conservative"
442,1985,"North Carolina","2","Female","Independent",4,"Control","2019-06-23 17:59:21","2019-06-23 18:09:36",614,"2019-06-30 16:46:23","2019-06-30 16:50:52",269,23.302,NA,NA,NA,"blue","magenta",6,4,61,5,5,6,4,61,5,5,6,5,47,5,5,1,0,0,0,0,-14,-14,0,0,0,0,1,1,0,0,0,0,0,0,"High school graduate",34,"30-49","Moderate"
443,1994,"Tennessee","5","Male","Other",7,"Control","2019-06-23 18:02:10","2019-06-23 18:05:13",182,"2019-06-30 16:25:14","2019-06-30 16:26:16",61,16.377,NA,NA,NA,"blue","magenta",6,1,91,3,5,5,2,91,4,5,5,1,93,3,4,1,0,0,0,0,2,2,-1,0,-1,1,-1,0,1,-1,0,0,-1,-1,"Graduate degree",25,"18-29","Conservative"
444,1997,"Indiana","3","Female","Democrat",2,"Consensus","2019-06-23 16:59:40","2019-06-23 17:01:47",126,"2019-07-01 14:14:04","2019-07-01 14:14:56",52,NA,6.091,NA,NA,"blue","magenta",7,6,100,7,7,7,6,97,7,7,7,6,90,7,7,1,1,0,0,-3,-7,-10,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",22,"18-29","Liberal"
445,1970,"North Carolina","2","Male","Republican",4,"Consensus","2019-06-23 17:31:49","2019-06-23 17:35:24",214,"2019-06-30 13:23:02","2019-06-30 13:24:40",97,NA,6.679,NA,NA,"blue","magenta",1,2,19,2,4,2,2,25,2,2,2,3,20,3,4,1,1,0,0,6,-5,1,1,0,1,0,1,1,0,1,1,-2,2,0,"High school graduate",49,"30-49","Moderate"
446,2000,"Tennessee","3","Male","Democrat",1,"Consensus","2019-06-23 18:02:38","2019-06-23 18:05:10",152,"2019-06-30 17:22:57","2019-06-30 17:24:31",93,NA,5.956,NA,NA,"blue","magenta",7,6,99,6,7,7,6,97,6,7,7,6,97,6,7,1,1,0,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",19,"18-29","Liberal"
447,1993,"Texas","3","Male","Democrat",2,"Inoculation","2019-06-23 17:40:26","2019-06-23 17:42:39",133,"2019-06-30 13:03:18","2019-06-30 13:04:42",83,NA,NA,30.371,27.636,"blue","magenta",7,6,99,7,7,7,6,97,7,7,7,6,97,7,7,1,1,1,1,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",26,"18-29","Liberal"
448,1964,"California","3","Female","Independent",4,"Consensus","2019-06-23 17:45:44","2019-06-23 17:52:08",383,"2019-06-30 17:47:28","2019-06-30 17:50:55",206,NA,9.701,NA,NA,"blue","magenta",7,6,100,6,6,7,6,97,7,7,7,6,97,7,7,1,1,0,0,-3,0,-3,0,0,0,0,0,0,1,0,1,1,0,1,"Some college",55,"50+","Moderate"
449,1996,"Texas","4","Female","Democrat",2,"Consensus","2019-06-23 17:09:32","2019-06-23 17:13:49",257,"2019-07-01 02:54:08","2019-07-01 02:55:15",66,NA,6.441,NA,NA,"blue","magenta",7,5,81,6,7,7,6,97,7,7,7,6,92,7,7,1,1,0,0,16,-5,11,0,0,0,1,0,1,1,0,1,0,0,0,"Undergraduate degree",23,"18-29","Liberal"
450,1956,"Florida","2","Female","Independent",4,"Control","2019-06-23 17:33:10","2019-06-23 17:39:46",395,"2019-06-30 14:01:57","2019-06-30 14:03:13",75,219.637,NA,NA,NA,"blue","magenta",2,4,100,1,7,2,4,100,1,7,4,7,31,1,7,1,0,0,0,0,-69,-69,0,2,2,0,3,3,0,0,0,0,0,0,"High school graduate",63,"50+","Moderate"
451,1968,"Illinois","5","Female","Democrat",2,"Balanced","2019-06-23 17:11:06","2019-06-23 17:14:27",200,"2019-06-30 13:08:37","2019-06-30 13:11:54",197,NA,7.202,NA,49.962,"blue","magenta",7,7,99,7,7,7,7,97,7,7,7,7,95,7,6,1,1,1,0,-2,-2,-4,0,0,0,0,0,0,0,0,0,0,-1,-1,"Graduate degree",51,"50+","Liberal"
452,1996,"Ohio","3","Female","Democrat",3,"Control","2019-06-23 17:11:48","2019-06-23 17:15:03",195,"2019-07-01 00:44:51","2019-07-01 00:46:43",112,20.814,NA,NA,NA,"blue","magenta",5,5,81,4,6,4,5,81,5,6,5,4,74,5,6,1,0,0,0,0,-7,-7,-1,1,0,0,-1,-1,1,0,1,0,0,0,"Some college",23,"18-29","Liberal"
453,1999,"Virginia","3","Male","Independent",5,"Balanced","2019-06-23 18:00:37","2019-06-23 18:04:46",249,"2019-06-30 12:21:41","2019-06-30 12:25:42",241,NA,7.563,NA,70.37,"blue","magenta",6,5,75,5,6,6,5,97,6,6,7,5,93,4,5,1,1,1,0,22,-4,18,0,1,1,0,0,0,1,-2,-1,0,-1,-1,"Some college",20,"18-29","Conservative"
454,2000,"Massachusetts","3","Male","Democrat",2,"Control","2019-06-23 17:51:49","2019-06-23 17:54:10",141,NA,NA,NA,14.775,NA,NA,NA,"blue",NA,7,6,99,6,7,7,6,99,6,7,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Some college",19,"18-29","Liberal"
455,2001,"Minnesota","3","Male","Independent",3,"Balanced","2019-06-23 18:04:41","2019-06-23 18:11:28",406,"2019-06-30 15:55:20","2019-06-30 15:57:18",118,NA,8.013,NA,29.147,"blue","magenta",7,6,82,5,7,7,6,97,6,7,6,6,97,7,6,1,1,1,0,15,0,15,0,-1,-1,0,0,0,1,1,2,0,-1,-1,"Some college",18,"18-29","Liberal"
456,1991,"Florida","5","Male","Democrat",2,"Balanced","2019-06-23 18:00:43","2019-06-23 18:06:07",323,"2019-06-30 15:45:24","2019-06-30 15:47:35",130,NA,7.976,NA,32.711,"blue","magenta",7,5,91,7,7,7,5,97,7,7,7,6,97,7,7,1,1,1,0,6,0,6,0,0,0,0,1,1,0,0,0,0,0,0,"Graduate degree",28,"18-29","Liberal"
457,1990,"Georgia","3","Female","Democrat",1,"Control","2019-06-23 17:50:00","2019-06-23 17:54:14",254,"2019-06-30 12:55:33","2019-06-30 12:58:28",175,24.517,NA,NA,NA,"blue","magenta",5,6,61,6,6,6,6,60,6,6,5,6,70,5,6,1,0,0,0,-1,10,9,1,-1,0,0,0,0,0,-1,-1,0,0,0,"Some college",29,"18-29","Liberal"
458,1985,"Texas","5","Female","Democrat",4,"Balanced","2019-06-23 17:45:34","2019-06-23 17:49:41",247,"2019-06-30 15:09:12","2019-06-30 15:13:18",246,NA,6.596,NA,92.586,"blue","magenta",7,5,91,7,7,7,7,97,7,7,7,5,66,7,7,1,1,1,0,6,-31,-25,0,0,0,2,-2,0,0,0,0,0,0,0,"Graduate degree",34,"30-49","Moderate"
459,1987,"Nebraska","5","Female","Independent",3,"Balanced","2019-06-23 18:01:32","2019-06-23 18:04:17",164,NA,NA,NA,NA,6.057,NA,NA,"blue",NA,7,6,84,6,6,6,6,97,6,6,NA,NA,NA,NA,NA,0,1,0,0,13,NA,NA,-1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Graduate degree",32,"30-49","Liberal"
460,1986,"Ohio","3","Male","Other",4,"Inoculation","2019-06-23 17:48:08","2019-06-23 17:52:13",245,"2019-07-01 02:06:17","2019-07-01 02:08:04",107,NA,NA,55.459,37.268,"blue","magenta",5,6,80,6,6,6,6,97,6,6,7,6,97,5,7,1,1,1,1,17,0,17,1,1,2,0,0,0,0,-1,-1,0,1,1,"Some college",33,"30-49","Moderate"
461,2000,"New York","3","Female","Democrat",3,"Inoculation","2019-06-23 18:03:41","2019-06-23 18:14:18",636,"2019-06-30 18:50:09","2019-06-30 18:56:52",402,NA,NA,314.963,82.054,"blue","magenta",7,6,100,7,7,7,6,97,7,7,7,6,97,7,7,1,1,1,1,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",19,"18-29","Liberal"
462,1998,"Georgia","3","Male","Republican",5,"Consensus","2019-06-23 17:03:35","2019-06-23 17:06:44",188,"2019-06-30 14:30:58","2019-06-30 14:32:25",86,NA,6.514,NA,NA,"blue","magenta",5,4,93,4,5,5,5,97,4,5,5,5,90,5,4,1,1,0,0,4,-7,-3,0,0,0,1,0,1,0,1,1,0,-1,-1,"Some college",21,"18-29","Conservative"
463,1991,"California","4","Female","Independent",1,"Consensus","2019-06-23 17:50:35","2019-06-23 17:56:20",345,"2019-06-30 16:02:02","2019-06-30 16:03:57",114,NA,6.217,NA,NA,"blue","magenta",7,6,81,6,7,7,6,97,6,7,7,7,97,7,7,1,1,0,0,16,0,16,0,0,0,0,1,1,0,1,1,0,0,0,"Undergraduate degree",28,"18-29","Liberal"
464,1995,"Michigan","4","Male","Independent",4,"Inoculation","2019-06-23 17:48:15","2019-06-23 18:10:34",1338,"2019-06-30 16:16:21","2019-06-30 16:21:27",305,NA,NA,241.479,81.805,"blue","magenta",7,5,98,7,7,7,5,97,7,7,7,6,97,7,7,1,1,1,1,-1,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,"Undergraduate degree",24,"18-29","Moderate"
465,1977,"Georgia","4","Female","Democrat",1,"Balanced","2019-06-23 17:36:43","2019-06-23 17:41:29",285,"2019-06-30 23:58:36","2019-07-01 00:03:06",269,NA,9.668,NA,29.355,"blue","magenta",7,6,90,6,7,7,6,97,6,7,7,6,90,6,6,1,1,1,0,7,-7,0,0,0,0,0,0,0,0,0,0,0,-1,-1,"Undergraduate degree",42,"30-49","Liberal"
466,1999,"New Jersey","3","Female","Republican",5,"Consensus","2019-06-23 17:51:49","2019-06-23 17:55:08",198,"2019-06-30 18:48:27","2019-06-30 18:50:36",128,NA,8.532,NA,NA,"blue","magenta",6,5,70,5,7,6,6,97,5,7,7,6,97,5,5,1,1,0,0,27,0,27,0,1,1,1,0,1,0,0,0,0,-2,-2,"Some college",20,"18-29","Conservative"
467,1998,"Kansas","3","Male","Democrat",2,"Consensus","2019-06-23 17:54:49","2019-06-23 17:58:57",248,"2019-06-30 20:13:35","2019-06-30 20:16:15",159,NA,6.666,NA,NA,"blue","magenta",7,7,98,6,7,7,7,97,6,7,7,7,98,7,7,1,1,0,0,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"Some college",21,"18-29","Liberal"
468,1986,"New York","4","Male","Independent",4,"Inoculation","2019-06-23 17:40:18","2019-06-23 17:45:03",285,"2019-06-30 13:38:44","2019-06-30 13:41:29",165,NA,NA,48.503,33.519,"blue","magenta",7,5,72,4,6,7,6,97,6,6,5,5,67,3,6,1,1,1,1,25,-30,-5,0,-2,-2,1,-1,0,2,-3,-1,0,0,0,"Undergraduate degree",33,"30-49","Moderate"
469,1977,"New York","4","Male","Republican",4,"Control","2019-06-23 18:05:14","2019-06-23 18:14:49",574,"2019-06-30 12:27:31","2019-06-30 12:30:04",153,43.767,NA,NA,NA,"blue","magenta",7,7,82,6,6,7,7,92,7,6,7,6,94,7,7,1,0,0,0,10,2,12,0,0,0,0,-1,-1,1,0,1,0,1,1,"Undergraduate degree",42,"30-49","Moderate"
470,1977,"Missouri","3","Female","Other",3,"Inoculation","2019-06-23 17:09:32","2019-06-23 17:20:35",663,"2019-06-30 13:16:06","2019-06-30 13:20:10",244,NA,NA,223.502,43.776,"puce","magenta",6,5,84,5,6,7,6,96,6,7,6,5,75,5,6,1,1,1,1,12,-21,-9,1,-1,0,1,-1,0,1,-1,0,1,-1,0,"Some college",42,"30-49","Liberal"
471,2000,"Georgia","3","Female","Democrat",2,"Control","2019-06-23 18:05:08","2019-06-23 18:08:51",222,"2019-06-30 13:59:48","2019-06-30 14:02:13",145,21.39,NA,NA,NA,"blue","magenta",7,5,64,6,1,7,5,77,7,5,7,5,84,7,3,1,0,0,0,13,7,20,0,0,0,0,0,0,1,0,1,4,-2,2,"Some college",19,"18-29","Liberal"
472,1988,"California","3","Female","Other",2,"Consensus","2019-06-23 17:39:21","2019-06-23 17:44:46",325,"2019-06-30 14:56:23","2019-06-30 14:59:12",168,NA,6.058,NA,NA,"blue","magenta",6,6,80,6,7,6,6,97,6,7,6,5,98,6,6,1,1,0,0,17,1,18,0,0,0,0,-1,-1,0,0,0,0,-1,-1,"Some college",31,"30-49","Liberal"
473,1964,"Colorado","3","Female","Independent",2,"Balanced","2019-06-23 17:43:17","2019-06-23 17:48:56",339,"2019-06-30 15:04:05","2019-06-30 15:09:29",323,NA,9.565,NA,73.206,"blue","magenta",7,4,81,5,6,7,6,97,7,7,7,6,97,7,7,1,1,1,0,16,0,16,0,0,0,2,0,2,2,0,2,1,0,1,"Some college",55,"50+","Liberal"
474,1998,"North Carolina","3","Male","Other",4,"Control","2019-06-23 17:32:06","2019-06-23 17:39:57",470,NA,NA,NA,27.86,NA,NA,NA,"blue",NA,5,6,80,5,7,6,6,70,5,7,NA,NA,NA,NA,NA,0,0,0,0,-10,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Some college",21,"18-29","Moderate"
